2026-03-20 02:10:59 [INFO]  [costmap_client.cpp:73] Waiting for costmap to become available, topic: /tb3_3/map
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:607] Info gain max updated = 522.465027
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:608] Info used max percent = 0.000004
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 1.553634
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 3.275000, 1.325001
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 61, 88
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 19773
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 3.600000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (37,120), Omega(uncertainty trace): 1.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 312.655487
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000013
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 1.574915
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 1.925000, 0.425000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 52, 82
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 18420
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 3.600000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (37,120), Omega(uncertainty trace): 1.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 155.116150
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000006
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 522.465027 ========
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:620] Navigating to centroid of frontier
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 522.465027
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.782700
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:475] frontier Utility = 138.119610
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 0.832370
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 0.125000, 3.575001
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 40, 103
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 23112
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 3.600000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (37,120), Omega(uncertainty trace): 1.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 176.399979
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 28.683147
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:607] Info gain max updated = 146.829987
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:608] Info used max percent = 28.683147
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 0.826501
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -0.025000, 3.575001
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 39, 103
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 23111
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 3.600000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (37,120), Omega(uncertainty trace): 1.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 173.649567
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 29.617064
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 0.923916
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -1.225000, 3.425001
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 31, 102
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 22879
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 3.600000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 1
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:586] Neighbor (est_mx,est_my): (37,120), Omega(uncertainty trace): 1.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 146.395309
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 24.016384
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 146.829987 ========
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:620] Navigating to centroid of frontier
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 146.829987
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.584247
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:475] frontier Utility = 40.965366
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 1.963336
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 1.175000, -3.325000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 47, 57
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 12815
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.250000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 0
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 288.469543
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:607] Info gain max updated = 566.362610
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:608] Info used max percent = 0.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 1.958184
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 0.725000, -3.325000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 44, 57
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 12812
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.250000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 0
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 259.589050
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 1.967885
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: 0.125000, -3.475000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 40, 56
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 12584
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.250000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 0
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 256.173248
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 566.362610 ========
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:620] Navigating to centroid of frontier
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 566.362610
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.552983
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:475] frontier Utility = 159.404810
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:522] ##############################################################
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 1.944399
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -1.225000, -3.175000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 31, 58
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 13023
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.100000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 0
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 200.292709
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:607] Info gain max updated = 389.448883
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:608] Info used max percent = 0.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 1.945945
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -1.375000, -3.175000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 30, 58
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 13022
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.100000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 0
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 192.233292
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:545] ***************************************************
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:554] BetaParam : 1.956819
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:560] Frontier viewpoint world pos: -1.075000, -3.325000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:561] Frontier viewpoint map pos: 32, 57
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:562] Frontier centroid index= 12800
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:563] Size of frontier: 2.100000 meters 
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:583] Neighboring robot positions around the frontier = 0
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:598] Info gain = 221.866455
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:599] Info loss at the frontier (percent) = 0.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:607] Info gain max updated = 434.152588
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:608] Info used max percent = 0.000000
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:617] ======== Max Info gain around frontier: 434.152588 ========
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:628] Navigating to right extreme of the frontier
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:473] Information gain based on unexplored cell count and beta parameter = 434.152588
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:474] frontier centroid distance = 3.486678
2026-03-20 02:11:19 [INFO]  [frontier_search.cpp:475] frontier Utility = 124.517542
2026-03-20 02:11:19 [INFO]  [explore.cpp:1247] ===============Sorted frontiers===================
2026-03-20 02:11:19 [INFO]  [explore.cpp:1250] frontier 0 utility: 159.404810
2026-03-20 02:11:19 [INFO]  [explore.cpp:1251] frontier 0 position: (1.175000, -3.325000 )
2026-03-20 02:11:19 [INFO]  [explore.cpp:1250] frontier 1 utility: 138.119610
2026-03-20 02:11:19 [INFO]  [explore.cpp:1251] frontier 1 position: (3.425000, 1.175001 )
2026-03-20 02:11:19 [INFO]  [explore.cpp:1250] frontier 2 utility: 124.517542
2026-03-20 02:11:19 [INFO]  [explore.cpp:1251] frontier 2 position: (-1.225000, -3.175000 )
2026-03-20 02:11:19 [INFO]  [explore.cpp:1250] frontier 3 utility: 40.965366
2026-03-20 02:11:19 [INFO]  [explore.cpp:1251] frontier 3 position: (0.125000, 3.575001 )
2026-03-20 02:11:19 [INFO]  [explore.cpp:1356] ******* Total cells = 36.000000
2026-03-20 02:11:19 [INFO]  [explore.cpp:1357] ******* Filled cells = 0.000000
2026-03-20 02:11:19 [INFO]  [explore.cpp:1358] ******* Estimated map fill percentage = 0.000000
2026-03-20 02:11:19 [INFO]  [explore.cpp:333] === Entered SensingCallbackFilter ===
2026-03-20 02:11:19 [INFO]  [explore.cpp:358] Current pose (x, y, heading): 0.00, 0.00, 2.44
2026-03-20 02:11:19 [INFO]  [explore.cpp:372] Got relative measurements for Robot ID 1
2026-03-20 02:11:19 [INFO]  [explore.cpp:382] Using Own SLAM Pose
2026-03-20 02:11:19 [INFO]  [explore.cpp:410] Selecting measurements
2026-03-20 02:11:19 [INFO]  [explore.cpp:419] Measurement iterator = 1
2026-03-20 02:11:19 [INFO]  [explore.cpp:422] Initialized for robot id: 1
2026-03-20 02:11:19 [INFO]  [explore.cpp:423] Initialized angle for 90.000000
2026-03-20 02:11:19 [INFO]  [explore.cpp:426] Initialized angle updated
2026-03-20 02:11:19 [INFO]  [explore.cpp:447] Workaround for range measurements
2026-03-20 02:11:19 [INFO]  [explore.cpp:470] Own pose when relative measurements obtained (x, y, heading): 0.00, 0.01, 2.43
2026-03-20 02:11:19 [INFO]  [explore.cpp:474] Range (meter): 6.15, Raw AOA (degrees): 90.00, Adjusted AOA top peak (degrees): 92.43
2026-03-20 02:11:19 [INFO]  [explore.cpp:490] Own position (world): 0.00, 0.01 (ID: 3)
2026-03-20 02:11:19 [INFO]  [explore.cpp:494] Own position (map): 39, 79
2026-03-20 02:11:19 [INFO]  [explore.cpp:536] Found Robot (robot id : 1) track
2026-03-20 02:11:19 [INFO]  [state_filter.cpp:221] Obtained bearing measurements size 1
2026-03-20 02:11:19 [INFO]  [state_filter.cpp:228] Angle_measured (deg): 92.472193, d2: 0.471496
2026-03-20 02:11:19 [INFO]  [state_filter.cpp:253] Angle_pred (deg): 84.966623, Angle_measured (deg): 92.472198, residuals: 0.130930, probs: 0.999757
2026-03-20 02:11:19 [INFO]  [explore.cpp:543] Predicted estimate (world x_j, y_j) = 0.277714, 6.268442
2026-03-20 02:11:19 [INFO]  [explore.cpp:564] **** getSizeInCellsX, getSizeInCellsY: 224, 160 **** 
2026-03-20 02:11:19 [INFO]  [explore.cpp:565] Estimate in map: (41, 121)
2026-03-20 02:11:19 [INFO]  [explore.cpp:589] Inserted in Quadmap
2026-03-20 02:11:19 [INFO]  [explore.cpp:609] -----finished-----
2026-03-20 02:11:19 [INFO]  [explore.cpp:642] === Exited SensingCallbackFilter ===
2026-03-20 02:11:25 [INFO]  [explore.cpp:1163]  ========= Deque size : 601 ======== 
2026-03-20 02:11:25 [INFO]  [explore.cpp:1166] Got sufficient history
2026-03-20 02:11:25 [INFO]  [frontier_search.cpp:407] Total Frontiers before splitting = 2
2026-03-20 02:11:25 [INFO]  [frontier_search.cpp:446] Total Frontiers after splitting = 4
2026-03-20 02:11:25 [INFO]  [explore.cpp:1356] ******* Total cells = 36.000000
2026-03-20 02:11:25 [INFO]  [explore.cpp:1357] ******* Filled cells = 2.000000
2026-03-20 02:11:25 [INFO]  [explore.cpp:1358] ******* Estimated map fill percentage = 5.555555
2026-03-20 02:11:25 [INFO]  [explore.cpp:333] === Entered SensingCallbackFilter ===
2026-03-20 02:11:25 [INFO]  [explore.cpp:358] Current pose (x, y, heading): -0.06, -0.03, 331.50
2026-03-20 02:11:25 [INFO]  [explore.cpp:372] Got relative measurements for Robot ID 1
2026-03-20 02:11:25 [INFO]  [explore.cpp:382] Using Own SLAM Pose
2026-03-20 02:11:25 [INFO]  [explore.cpp:410] Selecting measurements
2026-03-20 02:11:25 [INFO]  [explore.cpp:419] Measurement iterator = 2
2026-03-20 02:11:25 [INFO]  [explore.cpp:422] Initialized for robot id: 1
2026-03-20 02:11:25 [INFO]  [explore.cpp:423] Initialized angle for 90.000000
2026-03-20 02:11:25 [INFO]  [explore.cpp:426] Initialized angle updated
2026-03-20 02:11:25 [INFO]  [explore.cpp:447] Workaround for range measurements
2026-03-20 02:11:25 [INFO]  [explore.cpp:470] Own pose when relative measurements obtained (x, y, heading): 0.00, -0.01, 2.47
2026-03-20 02:11:25 [INFO]  [explore.cpp:474] Range (meter): 6.16, Raw AOA (degrees): 90.00, Adjusted AOA top peak (degrees): 92.47
2026-03-20 02:11:25 [INFO]  [explore.cpp:490] Own position (world): 0.00, -0.01 (ID: 3)
2026-03-20 02:11:25 [INFO]  [explore.cpp:494] Own position (map): 39, 79
2026-03-20 02:11:25 [INFO]  [explore.cpp:536] Found Robot (robot id : 1) track
2026-03-20 02:11:25 [INFO]  [state_filter.cpp:221] Obtained bearing measurements size 1
2026-03-20 02:11:25 [INFO]  [state_filter.cpp:228] Angle_measured (deg): 92.520931, d2: 0.277501
2026-03-20 02:11:25 [INFO]  [state_filter.cpp:253] Angle_pred (deg): 84.295781, Angle_measured (deg): 92.520929, residuals: 0.143483, probs: 0.999763
2026-03-20 02:11:25 [INFO]  [explore.cpp:543] Predicted estimate (world x_j, y_j) = 0.278541, 6.224188
2026-03-20 02:11:25 [INFO]  [explore.cpp:564] **** getSizeInCellsX, getSizeInCellsY: 224, 160 **** 
2026-03-20 02:11:25 [INFO]  [explore.cpp:565] Estimate in map: (41, 121)
2026-03-20 02:11:25 [INFO]  [explore.cpp:589] Inserted in Quadmap
2026-03-20 02:11:25 [INFO]  [explore.cpp:609] -----finished-----
2026-03-20 02:11:25 [INFO]  [explore.cpp:642] === Exited SensingCallbackFilter ===
2026-03-20 02:11:25 [INFO]  [explore.cpp:333] === Entered SensingCallbackFilter ===
2026-03-20 02:11:25 [INFO]  [explore.cpp:358] Current pose (x, y, heading): -0.06, -0.03, 331.50
2026-03-20 02:11:25 [INFO]  [explore.cpp:372] Got relative measurements for Robot ID 1
2026-03-20 02:11:25 [INFO]  [explore.cpp:382] Using Own SLAM Pose
2026-03-20 02:11:25 [INFO]  [explore.cpp:410] Selecting measurements
2026-03-20 02:11:25 [INFO]  [explore.cpp:419] Measurement iterator = 3
2026-03-20 02:11:25 [INFO]  [explore.cpp:447] Workaround for range measurements
